Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
6,"J Ban, D Kim","Structural relationship among aggression, depression, smartphone dependency, and cyberbullying perpetration",2024,"Children and Youth Services Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0190740924005486","https://scholar.google.com/scholar?cites=2550179444569952796&as_sdt=2005&sciodt=2007&hl=en",131,"2026-04-01 00:54:51","","","",,,,,,6,3.00,3,2,2,"This study aims to examine the structural relationship between aggression, depression, smartphone dependency, and cyberbullying perpetration in youth and explores gender …","","https://scholar.google.com/scholar?q=related:HFIYg7EOZCMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
471,"S Thomée","Mobile phone use and mental health. A review of the research that takes a psychological perspective on exposure",2018,"International journal of environmental research and …","mdpi.com","https://www.mdpi.com/1660-4601/15/12/2692","https://scholar.google.com/scholar?cites=17075653057462786699&as_sdt=2005&sciodt=2007&hl=en",132,"2026-04-01 00:54:51","HTML","","",,,,,,471,58.88,471,1,8,"… One third of the studies included children or youth. A majority of adult populations consisted … , smartphone use on the weekends was negatively associated with mental well-being, while …","https://www.mdpi.com/1660-4601/15/12/2692","https://scholar.google.com/scholar?q=related:i9rhLfzn-OwJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
3,"B Colak","Special Topic: Potential Harms of Excessive Social Media and Smartphone Use on Youth Mental Health",2024,"Pediatric Nonadherence: A Solutions Based Approach","Springer","https://link.springer.com/chapter/10.1007/978-3-031-58141-0_4","https://scholar.google.com/scholar?cites=16511887162463496998&as_sdt=2005&sciodt=2007&hl=en",133,"2026-04-01 00:54:51","","10.1007/978-3-031-58141-0_4","",,,,,,3,1.50,3,1,2,"… of worsened mental health outcomes associated with younger age of smartphone ownership… advisory on Social Media and Youth Mental Health, which are cited throughout this chapter. …","","https://scholar.google.com/scholar?q=related:Jiv4-eMBJuUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1,"X Liu, L Huang, CM Ward Mclntosh…","Association between smartphone attachment and mental health in adolescents",2025,"… and Adolescent …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/jcap.70030","https://scholar.google.com/scholar?cites=17964452761830547147&as_sdt=2005&sciodt=2007&hl=en",134,"2026-04-01 00:54:51","","10.1111/jcap.70030","",,,,,,1,1.00,0,4,1,"… adolescent smartphone attachment, including emotional and behavioral attachments, and self-reported anxiety … The focus on smartphone attachment rather than screentime marks a …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/jcap.70030","https://scholar.google.com/scholar?q=related:y94xbZuOTvkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1311,"J Firth, J Torous, J Nicholas, R Carney…","The efficacy of smartphone‐based mental health interventions for depressive symptoms: a meta‐analysis of randomized controlled trials",2017,"World …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/wps.20472","https://scholar.google.com/scholar?cites=11061099662114938156&as_sdt=2005&sciodt=2007&hl=en",135,"2026-04-01 00:54:51","","10.1002/wps.20472","",,,,,,1311,145.67,262,5,9,"… effects of smartphone interventions on primary depression, comorbid depression and subclinical … Reid et al 40 Youth mental health patients 68,46 18 2 to 4 weeks of MobileType (app …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/wps.20472","https://scholar.google.com/scholar?q=related:LN2N2YnrgJkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
157,"A Pera","The psychology of addictive smartphone behavior in young adults: Problematic use, social anxiety, and depressive stress",2020,"Frontiers in psychiatry","frontiersin.org","https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2020.573473/full","https://scholar.google.com/scholar?cites=5614120141055121057&as_sdt=2005&sciodt=2007&hl=en",136,"2026-04-01 00:54:51","HTML","10.3389/fpsyt.2020.573473","",,,,,,157,26.17,157,1,6,"… Perceived stress is positively associated with adolescent smartphone overuse. Self-regulation mediates the association between perceived stress and smartphone addiction. The direct …","https://www.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2020.573473/full","https://scholar.google.com/scholar?q=related:odb0_YVc6U0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
164,"CL Odgers, SM Schueller, M Ito","Screen time, social media use, and adolescent development",2020,"Annual Review of …","annualreviews.org","https://www.annualreviews.org/content/journals/10.1146/annurev-devpsych-121318-084815","https://scholar.google.com/scholar?cites=9168235564870670458&as_sdt=2005&sciodt=2007&hl=en",137,"2026-04-01 00:54:51","","10.1146/annurev-devpsych-121318-084815","",,,,,,164,27.33,55,3,6,"… technology and adolescents’ mental health. In this section of … for tech effects on adolescent mental health are described—… smartphone apps marketed for child and adolescent anxiety: …","","https://scholar.google.com/scholar?q=related:ehg4vasdPH8J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
35,"S Nagamitsu, A Kanie, K Sakashita…","Adolescent health promotion interventions using well-care visits and a smartphone cognitive behavioral therapy app: randomized controlled trial",2022,"JMIR mHealth and …","mhealth.jmir.org","https://mhealth.jmir.org/2022/5/e34154/v10i5e34154","https://scholar.google.com/scholar?cites=12339950248187001732&as_sdt=2005&sciodt=2007&hl=en",138,"2026-04-01 00:54:51","HTML","","",,,,,,35,8.75,9,4,4,"… focused on smartphone apps for adolescents’ mental health, … of apps for adolescent mental health services. In addition, a … 5 window panels of the smartphone app in this study could …","https://mhealth.jmir.org/2022/5/e34154/v10i5e34154","https://scholar.google.com/scholar?q=related:hPst8V5PQKsJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
36,"SD Tekkam, S Bala, H Pandve","Consequence of phubbing on psychological distress among the youth of Hyderabad",2020,"Medical Journal of Dr. DY Patil …","journals.lww.com","https://journals.lww.com/mjdy/fulltext/2020/13060/consequence_of_phubbing_on_psychological_distress.17.aspx","https://scholar.google.com/scholar?cites=1698699929382243808&as_sdt=2005&sciodt=2007&hl=en",139,"2026-04-01 00:54:51","HTML","","",,,,,,36,6.00,12,3,6,"… The youth are more prone toward smartphone addiction which has been explained in the meta-analytic study done by Davey and Davey, where it ranges from 39% to 44% in Indian …","https://journals.lww.com/mjdy/fulltext/2020/13060/consequence_of_phubbing_on_psychological_distress.17.aspx","https://scholar.google.com/scholar?q=related:4E3P7pX-khcJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
287,"JM Twenge","Why increases in adolescent depression may be linked to the technological environment",2020,"Current opinion in psychology","Elsevier","https://www.sciencedirect.com/science/article/pii/S2352250X19300880","https://scholar.google.com/scholar?cites=7264717050829053905&as_sdt=2005&sciodt=2007&hl=en",140,"2026-04-01 00:54:51","","","",,,,,,287,47.83,287,1,6,"… Smartphone use and low well-being … , adolescent well-being declined significantly between 2011 and 2018, with declines in happiness and life satisfaction and increases in depression …","","https://scholar.google.com/scholar?q=related:0Z9j6Kp10WQJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
107,"M Adorjan, R Ricciardelli","Smartphone and social media addiction: Exploring the perceptions and experiences of Canadian teenagers",2021,"Canadian Review of Sociology …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cars.12319","https://scholar.google.com/scholar?cites=13906068093418199527&as_sdt=2005&sciodt=2007&hl=en",141,"2026-04-01 00:54:51","","10.1111/cars.12319","",,,,,,107,21.40,54,2,5,"… of studies point to more mundane, everyday risks to youth mental health tied to cyber-risk, including those of depression, anxiety, sleep deprivation, and poor academic performance (…","https://ucalgary.scholaris.ca/bitstreams/8cbc92e3-0f71-4733-ab05-bb59cf7e4d70/download","https://scholar.google.com/scholar?q=related:59mV4kBH_MAJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
64,"Y Park, S Lee","Gender differences in smartphone addiction and depression among Korean adolescents: Focusing on the internal mechanisms of attention deficit and self-control",2022,"Computers in Human Behavior","Elsevier","https://www.sciencedirect.com/science/article/pii/S0747563222002229","https://scholar.google.com/scholar?cites=9782229820461903447&as_sdt=2005&sciodt=2007&hl=en",142,"2026-04-01 00:54:51","","","",,,,,,64,16.00,32,2,4,"… smartphone addiction and depression. Data were drawn from the 6th panel data of the Korean Children and Youth … Results of multi-group path analysis demonstrate that (a) smartphone …","","https://scholar.google.com/scholar?q=related:V27ddzF2wYcJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
190,"M Kara, K Baytemir, F Inceman-Kara","Duration of daily smartphone usage as an antecedent of nomophobia: Exploring multiple mediation of loneliness and anxiety",2021,"Behaviour &Information …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/0144929X.2019.1673485","https://scholar.google.com/scholar?cites=17732448643351721450&as_sdt=2005&sciodt=2007&hl=en",143,"2026-04-01 00:54:51","","10.1080/0144929X.2019.1673485","",,,,,,190,38.00,63,3,5,"… from 274 adolescent smartphone users … smartphone usage, loneliness, anxiety, and nomophobia. Additionally, both the single and multiple mediation effects of loneliness and anxiety in …","","https://scholar.google.com/scholar?q=related:6jXWMBdQFvYJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
0,"K Haider, J Schwab, A Hoenigl, E Humer…","Temporal dynamics of smartphone use reduction and its association with sleep quality, stress, and well-being",2025,"… Adolescence and Youth","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/02673843.2025.2573641%4010.1080/tfocoll.2026.0.issue-youth-digital-media","",144,"2026-04-01 00:54:51","","10.1080/02673843.2025.2573641%4010.1080/tfocoll.2026.0.issue-youth-digital-media","",,,,,,0,0.00,0,5,1,"… to poorer mental health. This study examined the temporal dynamics of smartphone screen time reduction and its association with sleep quality, stress, and well-being. Participants …","https://www.tandfonline.com/doi/pdf/10.1080/02673843.2025.2573641%4010.1080/tfocoll.2026.0.issue-youth-digital-media","https://scholar.google.com/scholar?q=related:qZKXSdvYsW0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
